id,title,name_parts,lang,phoneme,name_part_given-name,name_part_middle-name,name_part_surname,name_part_salutation,name_part_patronymic,name_part_professional-name,name_part_maiden-surname,name_part_nisba,name_part_given-name_phoneme,name_part_middle-name_phoneme,name_part_surname_phoneme,name_part_salutation_phoneme,name_part_patronymic_phoneme,name_part_professional-name_phoneme,name_part_maiden-surname_phoneme,name_part_nisba_phoneme,name_part_alternative-name,name_part_alternative-name_phoneme,name_part_qualifier,name_part_honorific,name_part_qualifier_phoneme,name_part_honorific_phoneme,primary-name,matronymic,teknonym,professional-name,surname,acronym,appellation,nisba,salutation,middle-name,alternative-name,patronymic,honorific,qualifier,given-name,maiden-surname
644,avraham fuhrman,"{""given-name"": ""avraham"", ""surname"": ""fuhrman""}",en,əvɻəhæm fj|ˈʊəɻmən,avraham,,fuhrman,,,,,,əvɻəhæm,,fj|ˈʊəɻmən,,,,,,,,,,,,,,,,Fuhrman,,,,,,,,,,Avraham,
645,ruzha fuks,"{""given-name"": ""ruzha"", ""surname"": ""fuks""}",en,ɻˈuːzə fj|ˈuːks,ruzha,,fuks,,,,,,ɻˈuːzə,,fj|ˈuːks,,,,,,,,,,,,,,,,Fuks,,,,,,,,,,Ruzha,
646,norman furman,"{""given-name"": ""norman"", ""surname"": ""furman""}",en,nˈɔːmən fˈɜːmən,norman,,furman,,,,,,nˈɔːmən,,fˈɜːmən,,,,,,,,,,,,,,,,Furman,,,,,,,,,,Norman,
647,harry gabel,"{""given-name"": ""harry"", ""surname"": ""gabel""}",en,hˈæɻɪ ɡˈeɪbl̩,harry,,gabel,,,,,,hˈæɻɪ,,ɡˈeɪbl̩,,,,,,,,,,,,,,,,Gabel,,,,,,,,,,Harry,
648,max gabel,"{""given-name"": ""max"", ""surname"": ""gabel""}",en,mæk|s ɡˈeɪbl̩,max,,gabel,,,,,,mæk|s,,ɡˈeɪbl̩,,,,,,,,,,,,,,,,Gabel,,,,,,,,,,Max,
649,abraham gachanski,"{""given-name"": ""abraham"", ""surname"": ""gachanski""}",en,əbɻəhæm ɡætʃənskiː,abraham,,gachanski,,,,,,əbɻəhæm,,ɡætʃənskiː,,,,,,,,,,,,,,,,Gachanski,,,,,,,,,,Abraham,
650,miriam gachanski,"{""given-name"": ""miriam"", ""surname"": ""gachanski""}",en,mˈɪɻɪəm ɡætʃənskiː,miriam,,gachanski,,,,,,mˈɪɻɪəm,,ɡætʃənskiː,,,,,,,,,,,,,,,,Gachanski,,,,,,,,,,Miriam,
651,barukh galinski,"{""given-name"": ""barukh"", ""surname"": ""galinski""}",en,bˈæɻˈuːk ɡˈælɪnskiː,barukh,,galinski,,,,,,bˈæɻˈuːk,,ɡˈælɪnskiː,,,,,,,,,,,,,,,,Galinski,,,,,,,,,,Barukh,
652,polia galinski,"{""given-name"": ""polia"", ""surname"": ""galinski""}",en,pˈəʊljə ɡˈælɪnskiː,polia,,galinski,,,,,,pˈəʊljə,,ɡˈælɪnskiː,,,,,,,,,,,,,,,,Galinski,,,,,,,,,,Polia,
653,esther gamerov-fogel,"{""given-name"": ""esther"", ""maiden-surname"": ""gamerov"", ""surname"": ""fogel""}",en,ɪsθəɜ˞ ɡæmərə|ʊvfˈɒdʒəl,esther,,fogel,,,,gamerov,,ɪsθəɜ˞,,fˈɒdʒəl,,,,ɡˈeɪmrɒf,,,,,,,,,,,,Fogel,,,,,,,,,,Esther,Gamerov
654,itzhak ganikman,"{""given-name"": ""itzhak"", ""surname"": ""ganikman""}",en,ˈɪtsɑːk ɡænɪkmən,itzhak,,ganikman,,,,,,ˈɪtsɑːk,,ɡænɪkmən,,,,,,,,,,,,,,,,Ganikman,,,,,,,,,,Itzhak,
655,fela garbazh,"{""given-name"": ""fela"", ""surname"": ""garbazh""}",en,fˈeɪlə ɡˈɑːbɪzh,fela,,garbazh,,,,,,fˈeɪlə,,ɡˈɑːbɪzh,,,,,,,,,,,,,,,,Garbazh,,,,,,,,,,Fela,
656,moshe garbazh,"{""given-name"": ""moshe"", ""surname"": ""garbazh""}",en,mˈɒʃɪ ɡˈɑːbɪzh,moshe,,garbazh,,,,,,mˈɒʃɪ,,ɡˈɑːbɪzh,,,,,,,,,,,,,,,,Garbazh,,,,,,,,,,Moshe,
657,rivka garber,"{""given-name"": ""rivka"", ""surname"": ""garber""}",en,ɻˈɪvkə ɡˈɑːbə*,rivka,,garber,,,,,,ɻˈɪvkə,,ɡˈɑːbə*,,,,,,,,,,,,,,,,Garber,,,,,,,,,,Rivka,
658,asher garfinkel,"{""given-name"": ""asher"", ""surname"": ""garfinkel""}",en,ˈæʃəɜ˞ ɡˈɑːfɪŋkl̩,asher,,garfinkel,,,,,,ˈæʃəɜ˞,,ɡˈɑːfɪŋkl̩,,,,,,,,,,,,,,,,Garfinkel,,,,,,,,,,Asher,
659,yakov gartelovitsh,"{""given-name"": ""yakov"", ""surname"": ""gartelovitsh""}",en,jˈækəʊv ɡɑːtəɫo|ʊvɪtʃ,yakov,,gartelovitsh,,,,,,jˈækəʊv,,ɡɑːtəɫo|ʊvɪtʃ,,,,,,,,,,,,,,,,Gartelovitsh,,,,,,,,,,Yakov,
660,shmuel gartenberg,"{""given-name"": ""shmuel"", ""surname"": ""gartenberg""}",en,ʃmj|uːəl ɡˈɑːtn̩bɜːɡ,shmuel,,gartenberg,,,,,,ʃmj|uːəl,,ɡˈɑːtn̩bɜːɡ,,,,,,,,,,,,,,,,Gartenberg,,,,,,,,,,Shmuel,
661,jacob gartenstein,"{""given-name"": ""jacob"", ""surname"": ""gartenstein""}",en,dʒˈækɒb ɡˈɑːtn̩steɪn,jacob,,gartenstein,,,,,,dʒˈækɒb,,ɡˈɑːtn̩steɪn,,,,,,,,,,,,,,,,Gartenstein,,,,,,,,,,Jacob,
662,henry m. gastvirt,"{""given-name"": ""henry"", ""middle-name"": ""m."", ""surname"": ""gastvirt""}",en,hɛnɹi m ɡˈæstvˈɜːt,henry,m.,gastvirt,,,,,,hɛnɹi,m,ɡˈæstvˈɜːt,,,,,,,,,,,,,,,,Gastvirt,,,,,M.,,,,,Henry,
663,roza gazel,"{""given-name"": ""roza"", ""surname"": ""gazel""}",en,ɻˈəʊzə ɡe|ɪzl̩,roza,,gazel,,,,,,ɻˈəʊzə,,ɡe|ɪzl̩,,,,,,,,,,,,,,,,Gazel,,,,,,,,,,Roza,
664,marcus gazovsky,"{""given-name"": ""marcus"", ""surname"": ""gazovsky""}",en,mˈɑːkəs ɡəzˈəʊvskɪ,marcus,,gazovsky,,,,,,mˈɑːkəs,,ɡəzˈəʊvskɪ,,,,,,,,,,,,,,,,Gazovsky,,,,,,,,,,Marcus,
665,mordechai gebirtig,"{""given-name"": ""mordechai"", ""surname"": ""gebirtig""}",en,mˈɔːdɲˈɛə dʒˈiːbˈɜːtɪɡ,mordechai,,gebirtig,,,,,,mˈɔːdɲˈɛə,,dʒˈiːbˈɜːtɪɡ,,,,,,,,,,,,,,,,Gebirtig,,,,,,,,,,Mordechai,
666,pinie geduld,"{""given-name"": ""pinie"", ""surname"": ""geduld""}",en,pˈɪnɪ d|ʒɛdʒ|ʊɫd,pinie,,geduld,,,,,,pˈɪnɪ,,d|ʒɛdʒ|ʊɫd,,,,,,,,,,,,,,,,Geduld,,,,,,,,,,Pinie,
667,bernard geiling,"{""given-name"": ""bernard"", ""surname"": ""geiling""}",en,bˈɜːnəd ɡˈeɪlɪŋ,bernard,,geiling,,,,,,bˈɜːnəd,,ɡˈeɪlɪŋ,,,,,,,,,,,,,,,,Geiling,,,,,,,,,,Bernard,
668,michael gelbart,"{""given-name"": ""michael"", ""surname"": ""gelbart""}",en,mˈaɪkl̩ ɡˈɛlbɑːt,michael,,gelbart,,,,,,mˈaɪkl̩,,ɡˈɛlbɑːt,,,,,,,,,,,,,,,,Gelbart,,,,,,,,,,Michael,
669,genia gelber,"{""given-name"": ""genia"", ""surname"": ""gelber""}",en,dʒˈiːnjə ɡˈɛlbə*,genia,,gelber,,,,,,dʒˈiːnjə,,ɡˈɛlbə*,,,,,,,,,,,,,,,,Gelber,,,,,,,,,,Genia,
670,ida gelfand,"{""given-name"": ""ida"", ""surname"": ""gelfand""}",en,ɪdə ɡˈɛlfənd,ida,,gelfand,,,,,,ɪdə,,ɡˈɛlfənd,,,,,,,,,,,,,,,,Gelfand,,,,,,,,,,Ida,
671,leon gelis,"{""given-name"": ""leon"", ""surname"": ""gelis""}",en,ljən dʒəlˈiː,leon,,gelis,,,,,,ljən,,dʒəlˈiː,,,,,,,,,,,,,,,,Gelis,,,,,,,,,,Leon,
672,m. geller,"{""given-name"": ""m."", ""surname"": ""geller""}",en,m dʒˈɛləɜ˞,m.,,geller,,,,,,m,,dʒˈɛləɜ˞,,,,,,,,,,,,,,,,Geller,,,,,,,,,,M.,
673,hirsh gendel,"{""given-name"": ""hirsh"", ""surname"": ""gendel""}",en,hˈaɪə|ɻʃ dʒˈɛndl̩,hirsh,,gendel,,,,,,hˈaɪə|ɻʃ,,dʒˈɛndl̩,,,,,,,,,,,,,,,,Gendel,,,,,,,,,,Hirsh,
674,solomon genfer,"{""given-name"": ""solomon"", ""surname"": ""genfer""}",en,sˈəʊləʊmən dʒˈɛnfɜː|*,solomon,,genfer,,,,,,sˈəʊləʊmən,,dʒˈɛnfɜː|*,,,,,,,,,,,,,,,,Genfer,,,,,,,,,,Solomon,
675,m. george,"{""given-name"": ""m."", ""surname"": ""george""}",en,m dʒɔːdʒ,m.,,george,,,,,,m,,dʒɔːdʒ,,,,,,,,,,,,,,,,George,,,,,,,,,,M.,
676,a.m. german,"{""given-name"": ""a.m."", ""surname"": ""german""}",en,əˈiː|ˈɛm dʒˈɜːmən,a.m.,,german,,,,,,əˈiː|ˈɛm,,dʒˈɜːmən,,,,,,,,,,,,,,,,German,,,,,,,,,,A.M.,
677,israel german,"{""given-name"": ""israel"", ""surname"": ""german""}",en,ˈɪzreɪl dʒˈɜːmən,israel,,german,,,,,,ˈɪzreɪl,,dʒˈɜːmən,,,,,,,,,,,,,,,,German,,,,,,,,,,Israel,
678,lucy german,"{""given-name"": ""lucy"", ""surname"": ""german""}",en,ɫusi dʒˈɜːmən,lucy,,german,,,,,,ɫusi,,dʒˈɜːmən,,,,,,,,,,,,,,,,German,,,,,,,,,,Lucy,
679,misha german,"{""given-name"": ""misha"", ""surname"": ""german""}",en,mˈɪshɑː dʒˈɜːmən,misha,,german,,,,,,mˈɪshɑː,,dʒˈɜːmən,,,,,,,,,,,,,,,,German,,,,,,,,,,Misha,
680,hersh gershanovitsh,"{""given-name"": ""hersh"", ""surname"": ""gershanovitsh""}",en,hˈɜːʃ ɡəʃænə|ʊvɪʃʃ,hersh,,gershanovitsh,,,,,,hˈɜːʃ,,ɡəʃænə|ʊvɪʃʃ,,,,,,,,,,,,,,,,Gershanovitsh,,,,,,,,,,Hersh,
681,m. gershoy,"{""given-name"": ""m."", ""surname"": ""gershoy""}",en,m ɡəʃɔɪ,m.,,gershoy,,,,,,m,,ɡəʃɔɪ,,,,,,,,,,,,,,,,Gershoy,,,,,,,,,,M.,
682,sam gerstenzang,"{""given-name"": ""sam"", ""surname"": ""gerstenzang""}",en,sæm ɡəstɛnzæŋ,sam,,gerstenzang,,,,,,sæm,,ɡəstɛnzæŋ,,,,,,,,,,,,,,,,Gerstenzang,,,,,,,,,,Sam,
683,berta gerstin,"{""given-name"": ""berta"", ""surname"": ""gerstin""}",en,bˈɜːtə dʒˈɜːstɪn,berta,,gerstin,,,,,,bˈɜːtə,,dʒˈɜːstɪn,,,,,,,,,,,,,,,,Gerstin,,,,,,,,,,Berta,
684,sam gertler,"{""given-name"": ""sam"", ""surname"": ""gertler""}",en,sæm dʒˈɜːtləɜ˞,sam,,gertler,,,,,,sæm,,dʒˈɜːtləɜ˞,,,,,,,,,,,,,,,,Gertler,,,,,,,,,,Sam,
685,adolf gertner,"{""given-name"": ""adolf"", ""surname"": ""gertner""}",en,ədˈɒlf dʒˈɜːtnəɜ˞,adolf,,gertner,,,,,,ədˈɒlf,,dʒˈɜːtnəɜ˞,,,,,,,,,,,,,,,,Gertner,,,,,,,,,,Adolf,
686,betty gertner,"{""given-name"": ""betty"", ""surname"": ""gertner""}",en,bˈɛtɪ dʒˈɜːtnəɜ˞,betty,,gertner,,,,,,bˈɛtɪ,,dʒˈɜːtnəɜ˞,,,,,,,,,,,,,,,,Gertner,,,,,,,,,,Betty,
687,jacob gertner,"{""given-name"": ""jacob"", ""surname"": ""gertner""}",en,dʒˈækɒb dʒˈɜːtnəɜ˞,jacob,,gertner,,,,,,dʒˈækɒb,,dʒˈɜːtnəɜ˞,,,,,,,,,,,,,,,,Gertner,,,,,,,,,,Jacob,
688,jennie gertner,"{""given-name"": ""jennie"", ""surname"": ""gertner""}",en,dʒˈɛnɪ dʒˈɜːtnəɜ˞,jennie,,gertner,,,,,,dʒˈɛnɪ,,dʒˈɜːtnəɜ˞,,,,,,,,,,,,,,,,Gertner,,,,,,,,,,Jennie,
689,m. gertz,"{""given-name"": ""m."", ""surname"": ""gertz""}",en,m d|ʒɜːts,m.,,gertz,,,,,,m,,d|ʒɜːts,,,,,,,,,,,,,,,,Gertz,,,,,,,,,,M.,
690,helene gespass,"{""given-name"": ""helene"", ""surname"": ""gespass""}",en,hˈɛliːn dʒˈɛspəs,helene,,gespass,,,,,,hˈɛliːn,,dʒˈɛspəs,,,,,,,,,,,,,,,,Gespass,,,,,,,,,,Helene,
691,moshe-leib getlicherman,"{""given-name"": ""moshe-leib"", ""surname"": ""getlicherman""}",en,mˈɒʃɪlˈɛˈɪb ɡˈɛtlˈiːʃəmən,moshe-leib,,getlicherman,,,,,,mˈɒʃɪlˈɛˈɪb,,ɡˈɛtlˈiːʃəmən,,,,,,,,,,,,,,,,Getlicherman,,,,,,,,,,Moshe-Leib,
692,jan getsman,"{""given-name"": ""jan"", ""surname"": ""getsman""}",en,dʒən ɡˈɛtsmən,jan,,getsman,,,,,,dʒən,,ɡˈɛtsmən,,,,,,,,,,,,,,,,Getsman,,,,,,,,,,Jan,
693,michael gibson,"{""given-name"": ""michael"", ""surname"": ""gibson""}",en,mˈaɪkl̩ dʒˈaɪbsn̩,michael,,gibson,,,,,,mˈaɪkl̩,,dʒˈaɪbsn̩,,,,,,,,,,,,,,,,Gibson,,,,,,,,,,Michael,
694,shlomo gilbert,"{""given-name"": ""shlomo"", ""surname"": ""gilbert""}",en,ʃlˈəʊməʊ ɡˈɪlbət,shlomo,,gilbert,,,,,,ʃlˈəʊməʊ,,ɡˈɪlbət,,,,,,,,,,,,,,,,Gilbert,,,,,,,,,,Shlomo,
695,ben gilman,"{""given-name"": ""ben"", ""surname"": ""gilman"", ""patronymic"": ""ben-gilman""}",en,bˈɛn ɡˈɪlmən,ben,,gilman,,ben-gilman,,,,bˈɛn,,ɡˈɪlmən,,bɪnɡəɫmən,,,,,,,,,,,,,,Gilman,,,,,,,Ben-Gilman,,,Ben,
696,louie gilrod,"{""given-name"": ""louie"", ""surname"": ""gilrod""}",en,lˈaʊɪ ɡɪlrəd,louie,,gilrod,,,,,,lˈaʊɪ,,ɡɪlrəd,,,,,,,,,,,,,,,,Gilrod,,,,,,,,,,Louie,
697,izidor giltman,"{""given-name"": ""izidor"", ""surname"": ""giltman""}",en,a|ɪzɪdɔːɜ˞ ɡˈɪltmən,izidor,,giltman,,,,,,a|ɪzɪdɔːɜ˞,,ɡˈɪltmən,,,,,,,,,,,,,,,,Giltman,,,,,,,,,,Izidor,
698,adolph gimpel,"{""given-name"": ""adolph"", ""surname"": ""gimpel""}",en,ədɒlf ɡɪmpˈɛl,adolph,,gimpel,,,,,,ədɒlf,,ɡɪmpˈɛl,,,,,,,,,,,,,,,,Gimpel,,,,,,,,,,Adolph,
699,emil gimpel,"{""given-name"": ""emil"", ""surname"": ""gimpel""}",en,ˈɛmɪl ɡɪmpˈɛl,emil,,gimpel,,,,,,ˈɛmɪl,,ɡɪmpˈɛl,,,,,,,,,,,,,,,,Gimpel,,,,,,,,,,Emil,
700,yaakov ber gimpel,"{""given-name"": ""yaakov"", ""middle-name"": ""ber"", ""surname"": ""gimpel""}",en,jˈeɪɒf bə* ɡɪmpˈɛl,yaakov,ber,gimpel,,,,,,jˈeɪɒf,bə*,ɡɪmpˈɛl,,,,,,,,,,,,,,,,Gimpel,,,,,Ber,,,,,Yaakov,
701,nathan ginter,"{""given-name"": ""nathan"", ""surname"": ""ginter""}",en,nəθn̩ dʒˈɪntəɜ˞,nathan,,ginter,,,,,,nəθn̩,,dʒˈɪntəɜ˞,,,,,,,,,,,,,,,,Ginter,,,,,,,,,,Nathan,
702,sara ginter,"{""given-name"": ""sara"", ""surname"": ""ginter""}",en,sˈæɻə dʒˈɪntəɜ˞,sara,,ginter,,,,,,sˈæɻə,,dʒˈɪntəɜ˞,,,,,,,,,,,,,,,,Ginter,,,,,,,,,,Sara,
703,louis m. gintsburg,"{""given-name"": ""louis"", ""middle-name"": ""m."", ""surname"": ""gintsburg""}",en,laʊɪz m dʒˈɪntsbɜːɡ,louis,m.,gintsburg,,,,,,laʊɪz,m,dʒˈɪntsbɜːɡ,,,,,,,,,,,,,,,,Gintsburg,,,,,M.,,,,,Louis,
704,sonya gintsburg,"{""given-name"": ""sonya"", ""surname"": ""gintsburg""}",en,sˈʌnjə dʒˈɪntsbɜːɡ,sonya,,gintsburg,,,,,,sˈʌnjə,,dʒˈɪntsbɜːɡ,,,,,,,,,,,,,,,,Gintsburg,,,,,,,,,,Sonya,
705,yuna gintsburg,"{""given-name"": ""yuna"", ""surname"": ""gintsburg""}",en,jˈuːnə dʒˈɪntsbɜːɡ,yuna,,gintsburg,,,,,,jˈuːnə,,dʒˈɪntsbɜːɡ,,,,,,,,,,,,,,,,Gintsburg,,,,,,,,,,Yuna,
706,adela ginzburg,"{""given-name"": ""adela"", ""surname"": ""ginzburg""}",en,ədɛlə dʒˈɪnzbɜːɡ,adela,,ginzburg,,,,,,ədɛlə,,dʒˈɪnzbɜːɡ,,,,,,,,,,,,,,,,Ginzburg,,,,,,,,,,Adela,
707,chaim ginzburg,"{""given-name"": ""chaim"", ""surname"": ""ginzburg""}",en,tʃeɪm dʒˈɪnzbɜːɡ,chaim,,ginzburg,,,,,,tʃeɪm,,dʒˈɪnzbɜːɡ,,,,,,,,,,,,,,,,Ginzburg,,,,,,,,,,Chaim,
708,saul ginzburg,"{""given-name"": ""saul"", ""surname"": ""ginzburg""}",en,sˈɔːl dʒˈɪnzbɜːɡ,saul,,ginzburg,,,,,,sˈɔːl,,dʒˈɪnzbɜːɡ,,,,,,,,,,,,,,,,Ginzburg,,,,,,,,,,Saul,
709,yakov ginzburg,"{""given-name"": ""yakov"", ""surname"": ""ginzburg""}",en,jˈækəʊv dʒˈɪnzbɜːɡ,yakov,,ginzburg,,,,,,jˈækəʊv,,dʒˈɪnzbɜːɡ,,,,,,,,,,,,,,,,Ginzburg,,,,,,,,,,Yakov,
710,morris gisnet,"{""given-name"": ""morris"", ""surname"": ""gisnet""}",en,mˈɒɻɪs ɡˈɪsnɪt,morris,,gisnet,,,,,,mˈɒɻɪs,,ɡˈɪsnɪt,,,,,,,,,,,,,,,,Gisnet,,,,,,,,,,Morris,
711,isaak gladstone,"{""given-name"": ""isaak"", ""surname"": ""gladstone""}",en,ˈaɪˈɑːk ɡlˈædstəʊn,isaak,,gladstone,,,,,,ˈaɪˈɑːk,,ɡlˈædstəʊn,,,,,,,,,,,,,,,,Gladstone,,,,,,,,,,Isaak,
712,yoel glantz,"{""given-name"": ""yoel"", ""surname"": ""glantz""}",en,jl̩ ɡlˈɑːnts,yoel,,glantz,,,,,,jl̩,,ɡlˈɑːnts,,,,,,,,,,,,,,,,Glantz,,,,,,,,,,Yoel,
713,israel glatstein,"{""given-name"": ""israel"", ""surname"": ""glatstein""}",en,ˈɪzreɪl ɡlˈætsteɪn,israel,,glatstein,,,,,,ˈɪzreɪl,,ɡlˈætsteɪn,,,,,,,,,,,,,,,,Glatstein,,,,,,,,,,Israel,
714,jacob glatstein,"{""given-name"": ""jacob"", ""surname"": ""glatstein""}",en,dʒˈækɒb ɡlˈætsteɪn,jacob,,glatstein,,,,,,dʒˈækɒb,,ɡlˈætsteɪn,,,,,,,,,,,,,,,,Glatstein,,,,,,,,,,Jacob,
715,shmuel glazerman,"{""given-name"": ""shmuel"", ""surname"": ""glazerman""}",en,ʃmj|uːəl ɡlˈeɪzəmən,shmuel,,glazerman,,,,,,ʃmj|uːəl,,ɡlˈeɪzəmən,,,,,,,,,,,,,,,,Glazerman,,,,,,,,,,Shmuel,
716,barukh glazman,"{""given-name"": ""barukh"", ""surname"": ""glazman""}",en,bˈæɻˈuːk ɡlˈeɪzmən,barukh,,glazman,,,,,,bˈæɻˈuːk,,ɡlˈeɪzmən,,,,,,,,,,,,,,,,Glazman,,,,,,,,,,Barukh,
717,moshe glazman,"{""given-name"": ""moshe"", ""surname"": ""glazman""}",en,mˈɒʃɪ ɡlˈeɪzmən,moshe,,glazman,,,,,,mˈɒʃɪ,,ɡlˈeɪzmən,,,,,,,,,,,,,,,,Glazman,,,,,,,,,,Moshe,
718,betty glazunov,"{""given-name"": ""betty"", ""surname"": ""glazunov""}",en,bˈɛtɪ ɡlˈeɪzˈʌnɒf,betty,,glazunov,,,,,,bˈɛtɪ,,ɡlˈeɪzˈʌnɒf,,,,,,,,,,,,,,,,Glazunov,,,,,,,,,,Betty,
719,naum glazunov,"{""given-name"": ""naum"", ""surname"": ""glazunov""}",en,nəm ɡlˈeɪzˈʌnɒf,naum,,glazunov,,,,,,nəm,,ɡlˈeɪzˈʌnɒf,,,,,,,,,,,,,,,,Glazunov,,,,,,,,,,Naum,
720,hershel glick,"{""given-name"": ""hershel"", ""surname"": ""glick""}",en,hˈɜːʃl̩ ɡlˈɪk,hershel,,glick,,,,,,hˈɜːʃl̩,,ɡlˈɪk,,,,,,,,,,,,,,,,Glick,,,,,,,,,,Hershel,
721,elias glickman,"{""given-name"": ""elias"", ""surname"": ""glickman""}",en,ˈiːljəz ɡlˈɪkmən,elias,,glickman,,,,,,ˈiːljəz,,ɡlˈɪkmən,,,,,,,,,,,,,,,,Glickman,,,,,,,,,,Elias,
722,esther glickman,"{""given-name"": ""esther"", ""surname"": ""glickman""}",en,ɪsθəɜ˞ ɡlˈɪkmən,esther,,glickman,,,,,,ɪsθəɜ˞,,ɡlˈɪkmən,,,,,,,,,,,,,,,,Glickman,,,,,,,,,,Esther,
723,ethel glikman,"{""given-name"": ""ethel"", ""surname"": ""glikman""}",en,ˈɛθl̩ ɡlˈaɪkmən,ethel,,glikman,,,,,,ˈɛθl̩,,ɡlˈaɪkmən,,,,,,,,,,,,,,,,Glikman,,,,,,,,,,Ethel,
724,malvina glikman,"{""given-name"": ""malvina"", ""surname"": ""glikman""}",en,mˈælvɪnə ɡlˈaɪkmən,malvina,,glikman,,,,,,mˈælvɪnə,,ɡlˈaɪkmən,,,,,,,,,,,,,,,,Glikman,,,,,,,,,,Malvina,
725,markus glikman,"{""given-name"": ""markus"", ""surname"": ""glikman""}",en,mˈɑːkʌs ɡlˈaɪkmən,markus,,glikman,,,,,,mˈɑːkʌs,,ɡlˈaɪkmən,,,,,,,,,,,,,,,,Glikman,,,,,,,,,,Markus,
726,mekhele glikman,"{""given-name"": ""mekhele"", ""surname"": ""glikman""}",en,mˈiːkhl ɡlˈaɪkmən,mekhele,,glikman,,,,,,mˈiːkhl,,ɡlˈaɪkmən,,,,,,,,,,,,,,,,Glikman,,,,,,,,,,Mekhele,
727,yakov glikman,"{""given-name"": ""yakov"", ""surname"": ""glikman""}",en,jˈækəʊv ɡlˈaɪkmən,yakov,,glikman,,,,,,jˈækəʊv,,ɡlˈaɪkmən,,,,,,,,,,,,,,,,Glikman,,,,,,,,,,Yakov,
728,laura gliksman,"{""given-name"": ""laura"", ""surname"": ""gliksman""}",en,lˈɔːɻə ɡlˈaɪksmən,laura,,gliksman,,,,,,lˈɔːɻə,,ɡlˈaɪksmən,,,,,,,,,,,,,,,,Gliksman,,,,,,,,,,Laura,
729,norbert glimer,"{""given-name"": ""norbert"", ""surname"": ""glimer""}",en,nˈɔːbət ɡlˈaɪməɜ˞,norbert,,glimer,,,,,,nˈɔːbət,,ɡlˈaɪməɜ˞,,,,,,,,,,,,,,,,Glimer,,,,,,,,,,Norbert,
730,stefanie glimer,"{""given-name"": ""stefanie"", ""surname"": ""glimer""}",en,stfɑːnɪ ɡlˈaɪməɜ˞,stefanie,,glimer,,,,,,stfɑːnɪ,,ɡlˈaɪməɜ˞,,,,,,,,,,,,,,,,Glimer,,,,,,,,,,Stefanie,
731,gedalya glivitski,"{""given-name"": ""gedalya"", ""surname"": ""glivitski""}",en,dʒˈiːdl̩ɪə ɡlˈɪvɪtskiː,gedalya,,glivitski,,,,,,dʒˈiːdl̩ɪə,,ɡlˈɪvɪtskiː,,,,,,,,,,,,,,,,Glivitski,,,,,,,,,,Gedalya,
732,vladislav godik,"{""given-name"": ""vladislav"", ""surname"": ""godik""}",en,vlədɪslɑːv ɡˈɒdɪk,vladislav,,godik,,,,,,vlədɪslɑːv,,ɡˈɒdɪk,,,,,,,,,,,,,,,,Godik,,,,,,,,,,Vladislav,
733,clara gold,"{""given-name"": ""clara"", ""surname"": ""gold""}",en,klˈæɻə ɡˈəʊld,clara,,gold,,,,,,klˈæɻə,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Clara,
734,gina gold,"{""given-name"": ""gina"", ""surname"": ""gold""}",en,dʒˈaɪnə ɡˈəʊld,gina,,gold,,,,,,dʒˈaɪnə,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Gina,
735,herman gold,"{""given-name"": ""herman"", ""surname"": ""gold""}",en,hɜːmən ɡˈəʊld,herman,,gold,,,,,,hɜːmən,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Herman,
736,leibush gold,"{""given-name"": ""leibush"", ""surname"": ""gold""}",en,lˈaɪbʊʃ ɡˈəʊld,leibush,,gold,,,,,,lˈaɪbʊʃ,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Leibush,
737,leon gold,"{""given-name"": ""leon"", ""surname"": ""gold""}",en,ljən ɡˈəʊld,leon,,gold,,,,,,ljən,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Leon,
738,nyusya gold,"{""given-name"": ""nyusya"", ""surname"": ""gold""}",en,nˈɪəsɪə ɡˈəʊld,nyusya,,gold,,,,,,nˈɪəsɪə,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Nyusya,
739,stella gold,"{""given-name"": ""stella"", ""surname"": ""gold""}",en,stˈɛlə ɡˈəʊld,stella,,gold,,,,,,stˈɛlə,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Stella,
740,tsila gold,"{""given-name"": ""tsila"", ""surname"": ""gold""}",en,tsˈiːlə ɡˈəʊld,tsila,,gold,,,,,,tsˈiːlə,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Tsila,
741,zishe gold,"{""given-name"": ""zishe"", ""surname"": ""gold""}",en,zˈɪʃɪ ɡˈəʊld,zishe,,gold,,,,,,zˈɪʃɪ,,ɡˈəʊld,,,,,,,,,,,,,,,,Gold,,,,,,,,,,Zishe,
742,avraham goldberg,"{""given-name"": ""avraham"", ""surname"": ""goldberg""}",en,əvɻəhæm ɡˈəʊldbɜːɡ,avraham,,goldberg,,,,,,əvɻəhæm,,ɡˈəʊldbɜːɡ,,,,,,,,,,,,,,,,Goldberg,,,,,,,,,,Avraham,
